# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDurationMaxMs,1761192752184000000,1761192781765000000,4.0
Indexes.entries.lookups,1761192752184000000,1761192781765000000,6
Indexes.allKeys.lookups,1761192752184000000,1761192781765000000,0
Indexes.allKeys.lookupDuration90PMs,1761192752184000000,1761192781765000000,0.0
Indexes.stubs.lookupDurationAvgMs,1761192752184000000,1761192781765000000,1.6666666666666667
Indexes.entries.lookupDurationAvgMs,1761192752184000000,1761192781765000000,1.8333333333333333
Indexes.entries.lookupDuration90PMs,1761192752184000000,1761192781765000000,4.0
compiler.ArtifactManagerBridge.initBridges.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactManagerBridge.commit.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1761192752184000000,1761192781765000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1761192752184000000,1761192781765000000,0
JVM.totalCpuTimeMs,1761192752184000000,1761192781765000000,12061
JVM.newThreadsCount,1761192752184000000,1761192781765000000,4
JVM.totalTimeToSafepointsMs,1761192752184000000,1761192781765000000,2
JVM.usedHeapBytes,1761192752184000000,1761192781765000000,456010992
JVM.GC.collectionTimesMs,1761192752184000000,1761192781765000000,34
JVM.usedNativeBytes,1761192752184000000,1761192781765000000,417736344
JVM.GC.collections,1761192752184000000,1761192781765000000,3
OS.loadAverage,1761192752184000000,1761192781765000000,3.51123046875
JVM.maxHeapBytes,1761192752184000000,1761192781765000000,2147483648
JVM.totalBytesAllocated,1761192752184000000,1761192781765000000,240524120
JVM.threadCount,1761192752184000000,1761192781765000000,79
JVM.totalDirectByteBuffersBytes,1761192752184000000,1761192781765000000,44757726
JVM.totalTimeAtSafepointsMs,1761192752184000000,1761192781765000000,39
JVM.totalSafepointCount,1761192752184000000,1761192781765000000,50
JVM.maxThreadCount,1761192752184000000,1761192781765000000,132
FilePageCacheLockFree.nativeBytesInUse,1761192752184000000,1761192781765000000,0
StorageLockContext.competingThreads.90P,1761192752184000000,1761192781765000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1761192752184000000,1761192781765000000,0
FilePageCacheLockFree.totalPagesReclaimed,1761192752184000000,1761192781765000000,0
FilePageCacheLockFree.totalPagesWriteMs,1761192752184000000,1761192781765000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1761192752184000000,1761192781765000000,43008000
FilePageCacheLockFree.totalHeapBytesReclaimed,1761192752184000000,1761192781765000000,0
FilePageCacheLockFree.totalPagesWritten,1761192752184000000,1761192781765000000,0
StorageLockContext.competingThreads.avg,1761192752184000000,1761192781765000000,0.0
MappedFileStorage.totalTimeSpentOnMappingUs,1761192752184000000,1761192781765000000,13067
StorageLockContext.competingThreads.max,1761192752184000000,1761192781765000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761192752184000000,1761192781765000000,41959424
FilePageCache.maxRegisteredFiles,1761192752184000000,1761192781765000000,544
DirectByteBufferAllocator.misses,1761192752184000000,1761192781765000000,0
FilePageCacheLockFree.totalBytesRead,1761192752184000000,1761192781765000000,0
DirectByteBufferAllocator.reclaimed,1761192752184000000,1761192781765000000,42
FilePageCacheLockFree.totalPagesRequested,1761192752184000000,1761192781765000000,0
FilePageCache.capacityInBytes,1761192752184000000,1761192781765000000,503316478
FilePageCacheLockFree.totalClosedStoragesReclaimed,1761192752184000000,1761192781765000000,0
